x,y,u_x,u_y,eps_xx,eps_yy,gamma_xy,sigma_xx,sigma_yy,sigma_xy
0.9616624555444823,0.09557612190631588,0.010302442596651576,-0.14298652121774413,0.0009821219825599248,-0.0004403151147482909,-0.0023819311256629283,224292460.01378193,-5485840.320622113,-192386744.7650827
0.9063875460101304,0.05452141402641775,0.0010126036300594304,-0.13045125494136892,2.1361215903722974e-05,-0.00042829215048323377,-0.001968515587191716,-45850589.889608555,-118486902.92134772,-158995489.73471552
0.6479670688486875,0.054878626223964055,0.0009664752609644618,-0.07489747373520696,0.0008317654428631575,-0.0017148168934360622,0.002579584807433366,27377030.412331235,-383993962.3744658,208351080.60038728
0.08944917682057205,0.06072569890698758,0.00040453336671240626,-0.0018162768868792618,0.004556031729307356,-0.004497466595804638,0.0045430072178086894,743069747.4470946,-719418443.5325351,366935198.3614711
0.6672148603908692,0.020295065631102657,-0.005970520705180312,-0.07883809782966106,-0.004389191105369596,0.0016210673184852142,-0.0023655132519717625,-1044392021.9706962,-73504122.73261157,-191060685.73618084
0.9334607005578718,0.019705586216273514,-0.006820812972663174,-0.1365854069124125,-0.001010347749170516,0.0003157564656639522,-0.0011364590986249479,-247362426.52160934,-33145591.817579858,-91790927.1966304
0.29728221640307817,0.07035680412152974,0.002320956286943584,-0.01815748364181187,0.0067100404562365976,-0.003422984135852727,0.006083895866843922,1482169127.9001117,-154704075.43739468,491391589.245086
0.3399538280487011,0.0940773022492098,0.005605347419406209,-0.023475059367273707,0.013526642621501675,-0.003215204550818543,0.0034438686331362822,3434343420.4984193,729891184.9697686,278158620.3686997
0.3364663335057029,0.012808441806906668,-0.0046898770158975145,-0.023021306268419677,-0.011413514224860017,0.0032321811117815985,0.002340091783337467,-2834921501.946503,-469078409.1043963,189007413.26956463
0.5195425292306384,0.09752133623856205,0.008253852768065922,-0.050930300883459054,0.010262531132472691,-0.0023404016331478594,-0.002306964564000702,2617589949.2022505,581731579.3712387,-186331753.24621055
0.9121844397395134,0.03903249054755792,-0.0024630815242039426,-0.13176608902801967,-0.00046399304737590626,0.0004524091348987458,-0.0018620527934707087,-76356158.58776392,71678040.08737218,-150396571.7803265
0.46582225192500604,0.05335697285555263,0.0005415103892558106,-0.0417493889996874,0.000801270910749767,-0.0026020841329197353,-0.003534146196403798,-88739377.872553,-638512115.6960881,-285450269.70953757
0.034997238188544305,0.02290404729474408,-0.00039750456238428304,-0.000418130040977806,-0.01135816947162416,0.0038377427826909918,0.0027227406218575233,-2745909840.4215746,-291185553.1860505,219913665.6115692
0.8499496192292465,0.06364022415782694,0.0030169653289523466,-0.11780499374100503,0.0010857725676043511,-0.0007270741802474718,0.0006867186822498705,218851719.3889402,-73992755.26404658,55465739.72018185
0.5692432027313201,0.02463391452161054,-0.004666929406415685,-0.05982769469407007,-0.004901337683635613,0.0020983002572310117,-0.002348663576494603,-1131353314.0170796,-642569.7232402294,-189699750.40917948
0.5386770872757242,0.027708123370790698,-0.003963931067518599,-0.05424117795048493,-0.004814070813594913,0.002247193480272358,0.001702365911926934,-1088644654.5024877,52021116.045302145,137498785.19409853
0.9829383589394849,0.024060521774674486,-0.005861125562071408,-0.14779173270484777,-0.00016219416227084563,-0.00020091597887517132,-0.0009648278760673867,-70192785.62105788,-76447848.3032951,-77928405.37467355
0.029594465136358758,0.036587232852602555,-0.0001663921368802366,-0.0003091745163362492,-0.00562240730195907,0.0032452830812757655,0.001958465539648126,-1196232767.8223271,236240294.08483863,158183755.12542558
0.6249085749873218,0.019996732004492687,-0.005825815434161087,-0.07043488197072983,-0.005115310882543633,0.0018271421909240582,-0.0012293105927278503,-1224693734.0494199,-103220545.25848529,-99290470.95109561
0.09120700235344151,0.07904064540018485,0.0011169890404790711,-0.001956156326415284,0.012335802359378286,-0.004453555431874399,0.005747205794527706,2947671066.5779247,235544038.76018327,464197391.09646857
0.549085288660524,0.07412368800476342,0.004343886120323807,-0.05607826444328001,0.005209661995825898,-0.002196493137382006,0.003959005472916416,1206617780.2525783,10238874.118993722,319765826.6586336
0.41756140156805077,0.0595201518863723,0.0014190017057170467,-0.03421696921047106,0.0024887651818340586,-0.0028371690429502827,-0.0032581029176813048,359820830.81488234,-500522390.11181897,-263154466.4281054
0.8170829682185718,0.0492852498381567,-0.0001561764787876892,-0.11054679429617974,-5.525269561276098e-05,0.0008900673294589545,-0.0019866804588217213,92215568.27084282,244921110.78242764,-160462652.4432929
0.7990527002109922,0.026392851081869215,-0.005125293777156328,-0.10659690785935076,-0.0024148743615124988,0.0009791227993091456,0.0012162563029872453,-564041913.0497329,-15780833.224698128,98236086.01050828
0.11694115861894372,0.040799035523919086,-0.00045015597933511625,-0.003064214655935463,-0.0036534396568641894,0.004211194869998148,-0.0044592076594707625,-522596832.20990866,747844129.8216997,-360166772.49571544
0.8617253734236271,0.04977636605720458,-4.965746681438717e-05,-0.12043227526236575,-2.47445137191599e-05,0.0006812213803126799,-0.002102347879529398,75537506.62111984,189578151.0416478,-169805021.03891295
0.8393974387631273,0.0918370924747289,0.009218284555946294,-0.11550034755151405,0.0033268572751066205,-0.0007794974641226471,-1.1885549225432168e-05,846037844.6172047,182703617.5109384,-959986.6682079829
0.209926524181416,0.022664034679934813,-0.002304683999265706,-0.009439253522788417,-0.009631193908841474,0.003845052378626368,-0.0065377604632846364,-2256821547.5889144,-79889454.99795525,-528049883.5729899
0.2620943164461475,0.0685672117686588,0.0019015627814883435,-0.014353223804569874,0.006120152327616535,-0.0035950637405784414,-0.00552354440657607,1294564185.5830553,-274816871.5869023,-446132432.83883643
0.738522004099344,0.008734917094619349,-0.00869268898168049,-0.09361652946403988,-0.005159227950626607,0.001273608034690621,0.0005317914868884221,-1304171543.3780808,-265021114.98068258,42952389.32560333
0.4465018521573461,0.06447849000436665,0.00226759297384936,-0.03863827311790596,0.00378497761793703,-0.0026961974743172357,0.0043316837016540155,743329363.3745337,-303629689.9896168,349866760.518209
0.5817381074993201,0.04940578681353028,-0.00011075976177391534,-0.062105420443318904,-0.00011481621147789946,0.002037435317043035,-5.501575067984321e-05,214385465.16626918,562056865.9273431,-4443579.862602721
0.42297019791859913,0.0971321430906745,0.007091803637487884,-0.03514650645081335,0.012321319877666853,-0.0028108223036829028,-0.001660919923471449,3142600417.086547,698177449.3300481,-134151224.58807857
0.6219242421924879,0.0044070010442479775,-0.008829717611400185,-0.06988044864502845,-0.00777323188114378,0.001841679652017425,-0.0016621731728938827,-1974306285.482765,-421128268.58749354,-134252448.57989052
0.8870467473491451,0.019434138395468342,-0.006825230035831235,-0.12612070328185793,-0.0017435961197249938,0.0005816190495252505,-0.0005485697492468855,-422435825.92208326,-46824144.73550538,-44307556.669940755
0.17896079752403896,0.056993447957604866,0.0005099485084964395,-0.006927276416251378,0.0026240283470005555,-0.004007854957305157,0.00014916872237230594,256225585.95933995,-815078640.1208137,12048242.960840097
0.2532219937542289,0.005672170093271473,-0.0044102018591512,-0.013489286128759374,-0.01461140610459159,0.0036384521150957527,-0.008322075474458512,-3689719642.5460215,-741665622.4426816,-672167634.4754952
0.20973056017294522,0.07708840854603675,0.0022819423142005427,-0.009420498612246715,0.009543973016285581,-0.0038459856268933112,-0.0066079827913141514,2232051805.5763497,69058486.29360554,-533721686.9907584
0.7488974344516016,0.009328635221817604,-0.008620378435900146,-0.09579592014651422,-0.00508499754103567,0.0012230335475585316,0.001826099612208032,-1289314471.2231846,-270324833.83489054,147492660.98603335
0.7395734604799593,0.0004230202186425558,-0.010450147482501719,-0.09384800815817923,-0.0061984340676659215,0.0012684827661103015,0.0007037671411721791,-1598568064.7729642,-392373807.0091129,56842730.63313755
0.020193629866046725,0.058578436967279844,7.261502228489018e-05,-0.00020025847760120257,0.0035959370735512987,-0.00221440208673742,-0.0014520819870309214,748260419.8991989,-190332829.0705172,-117283545.10634366
0.6538190136554263,0.01720783142782963,-0.0065261292969528975,-0.07611912783693442,-0.004845359237597733,0.001686314154719426,-0.004329839731427726,-1165442338.8068132,-110325867.74019524,-349717824.4614702
0.10412259416206918,0.06444879835704177,0.0006333628401060252,-0.0024020972515263776,0.0057372042951463025,-0.004228376979390686,-0.009542058491273937,1109579387.8555639,-500245279.56964177,-770704724.2952026
0.23877883265897862,0.05602337239625171,0.0005690582951611825,-0.011981389685335946,0.0021221956808268917,-0.003707647724154342,0.0035261838921744476,150732612.42274913,-791011322.2280656,284807160.52178234
0.9537348755388395,0.002694516638504507,-0.010673739616870513,-0.14117428214001032,-0.00037026423133626826,0.00016298803290437647,-0.0009829808556285902,-84924222.9489533,1216527.428381613,-79394607.57000151
0.5666424578593563,0.011060840375453292,-0.007144576832843154,-0.05937174582105541,-0.0075239820311507844,0.0021109689557138323,-0.002785073133603877,-1871219835.3253727,-314804675.9087808,-224948214.63723624
0.7918626149528994,0.06708594630386847,0.0036969330956808147,-0.10503802275742014,0.0017480152781591818,-0.0010146891829796445,0.00044802645173014355,371216975.6955425,-75066052.64226787,36186751.8705116
0.8356696787058748,0.09916740763732335,0.010818841053957477,-0.11468479436899096,0.003909470103858781,-0.00079801699421711,-0.0002717505617140792,1008494297.3683901,248054073.83305386,-21949083.83075255
0.8712165057837242,0.02017952568447742,-0.006631863573729122,-0.12257689340381693,-0.0017013708041320693,0.0006438877463774695,-0.0014482663669615203,-402954961.8954492,-24105503.73621605,-116975360.4084305
0.8541680760201629,0.09036940465689339,0.008938513759258531,-0.11876816805127528,0.0022976580104643596,-0.0007066256610928079,-0.0023407117294322044,563919828.6334884,78612466.30502287,-189057485.83875498
0.0486682808988718,0.0868129890362749,0.0007510191416614557,-0.0006333237693014785,0.01543138832501613,-0.005336888092694491,0.007387857601512435,3715750257.5723424,360874836.24985754,596711575.5067736
0.022791206077592913,0.0646321079069633,0.00013979064928353646,-0.00024114804237094765,0.006133534522377518,-0.002499248259588139,-0.0010270577056821825,1431109489.2989278,36583039.904475406,-82954660.84356089
0.5588369234061998,0.056087459429844555,0.0011077489466825342,-0.05784724538896277,0.001176243597308061,-0.0021489911492940106,-0.004453316744343794,72156473.84377368,-464996831.3765609,-359690967.81238335
0.5037211075384164,0.0412975776834816,-0.0014817663948141768,-0.04805197775461636,-0.0018793427693013008,0.002417470835528124,-0.005912794415242145,-238389854.70965272,455710804.53202355,-477571856.61571175
0.9807606458772263,0.05175453784582808,0.00039211974265494906,-0.14730442565207344,0.00012474204048426932,-0.0010887640067078763,-0.0005203777087799955,-96644331.6757858,-292672231.60682476,-42030507.24761502
0.6552165649998485,0.039325497002372534,-0.0021265891979202938,-0.07636616573657201,-0.0015772643895652632,0.001679507134192848,-0.004231066260712568,-242401761.17681587,283692100.35334057,-341739967.21139973
0.7082169475469826,0.0775296286955203,0.005694941412636157,-0.08722921677946516,0.003441947073476767,-0.0014213315935589499,-0.0033241026546060315,800812171.9362901,15205618.030520568,-268485214.4104872
0.6954143420713,0.06970113468497258,0.004041904112436911,-0.08455789442504613,0.00291103106233985,-0.0014837098521031655,0.0017525208859688057,643168933.6181895,-66750752.56106692,141549763.86671123
0.7651105179570915,0.04139867155309215,-0.0018375474368820491,-0.09925189085960132,-0.0008796699764516229,0.0011441788360997407,-0.0023292465661374218,-110054268.9694325,216875154.596557,-188131453.41879177
0.6150944402191388,0.002132691543945925,-0.009214431342489417,-0.06855067451739354,-0.008160982958669332,0.0018749493934598904,-0.002815519523039517,-2079889775.2623436,-458700702.9953154,-227407346.09165332
0.9894259561242831,0.09283559327581509,0.009708297070011734,-0.14932913225015892,0.0009285028738751921,-0.0013829809314678254,-0.0017456811677997452,94927161.109962,-278466376.67621773,-140997325.0915179
0.3629146602562193,0.02136556748666424,-0.0038348260850437836,-0.026458833668366315,-0.008136563607968298,0.0031033839765656213,-0.004654476177907707,-1924157038.1686647,-108473197.59010863,-375938460.52331483
0.5758049637174225,0.09205942005655068,0.007791546493555419,-0.061084852819733915,0.008126891312312451,-0.0020663367559844437,-0.000999457444602725,2047065014.0055966,400466633.74225223,-80725408.98714317
0.8681394583941422,0.0666990205821828,0.0037106716787330195,-0.12187924712056047,0.0009433579025557165,-0.0006389212443078662,-0.0016560447808333656,189272256.31595144,-66326682.79278114,-133757463.0673103
0.5713380457368673,0.04901127434562853,-0.0001823089559265634,-0.06016712808578694,-0.00019104550801201072,0.0020880958982065767,-0.002062636055483985,198973753.6716322,567142750.0607886,-166597527.5583219
0.12321379876864344,0.07536625865822466,0.0013042202576426997,-0.0034670130447340495,0.010072215317118608,-0.004202786971470387,-0.0019468536888988183,2338153985.4111557,32192077.25447201,-157245874.87259686
0.062196176065448625,0.033459874476265854,-0.0004323558912459935,-0.0009423144998759837,-0.007025867250828244,0.005178257130116205,-0.006888197924896453,-1358792858.9892905,612642617.9325052,-556354447.7800982
0.19519486333793268,0.01870805256845806,-0.0024723536525859315,-0.008203829850577105,-0.011741126493107318,0.003918711554903365,0.006373817686842906,-2844359166.399738,-314693020.1826277,514808351.62961936
0.23997419896325123,0.05084056000257539,7.976594241052933e-05,-0.012070920334703042,0.0002961518381386101,-0.003701954977103121,0.003922661166561592,-364786237.2136941,-1010634261.2142814,316830324.9915132
0.15141444486982203,0.059114129007709015,0.0005703832081346841,-0.004931579620556399,0.0034197341596631167,-0.004159115622839951,-0.010174919249134773,462839686.98377156,-761436047.1128777,-821820400.8916547
0.17349281449320342,0.040413691640608734,-0.0006793470060147465,-0.006539847130425173,-0.003596901704368939,0.004037880375288759,-0.001888248538870485,-527611705.57508117,705699245.7542392,-152512381.98569304
0.1311007600976761,0.03756206879349101,-0.0006784548340283243,-0.0038336819643621897,-0.004938746501776003,0.00419221522353495,0.0011675036891400786,-888242647.4584048,586758862.0149028,94298374.89208327
0.18937486962523054,0.012780115009569227,-0.002859437300597687,-0.007804511349715096,-0.013965362133104633,0.003950669910096211,0.004222635004865305,-3469261594.6736917,-575133341.5412478,341058981.1621977
0.5341012230852953,0.05913226316095749,0.0016148703805125406,-0.053405424193039654,0.001972169614082815,-0.0022694834192312774,0.0006500762411887628,282560534.343468,-402629571.0380392,52506157.94216931
0.7116272573090068,0.09036463641378566,0.008367277698714178,-0.08796405933407207,0.005046672144628311,-0.001404712629570204,-0.002835174208797142,1256469056.9181516,214322285.70146853,-228994839.94130763
0.6145568187928733,0.02027050339009564,-0.005720187231261322,-0.06841161401569901,-0.005068635111392378,0.0018775682872309574,-0.002995533555654767,-1205389537.0752485,-83310526.52840209,-241946941.03365427
0.07987603328416279,0.004570030206210019,-0.0015287102359269839,-0.0016630849786063388,-0.019297612737116478,0.00473660743617473,0.0013434808186347305,-4881428468.994451,-998977517.924332,108511912.27434362
0.6569542101128523,0.0026712970381249533,-0.009441041118952009,-0.07678094464330644,-0.0069932700551805956,0.0016710436269311568,-0.0037957819644698354,-1774490287.720932,-374870385.2259566,-306582389.4379483
0.5324969638700059,0.09721442629286185,0.008332633087183766,-0.0532095082054551,0.010196252001473644,-0.0022772980761875394,0.000489131967569334,2606498587.34002,591540497.8716754,39506812.76521544
0.25984806628185275,0.07002135798953954,0.002035665245734677,-0.014116010337059226,0.006599470196626857,-0.0036060485916454,-0.006256845551015647,1428732803.1355534,-219851001.12381122,-505360602.1974177
0.8851012970708706,0.005943805920272294,-0.009832531971429567,-0.1256931968435021,-0.0025078076304633507,0.0005892715324714581,-0.0006057126263597223,-637545413.7161744,-137248010.4728591,-48922942.89828527
0.2647230980001216,0.08213296511100199,0.003318744025229384,-0.014685566265024892,0.010591716390571257,-0.0035822081938912953,-0.004590700781218746,2560198448.4592752,270564477.12301683,-370787370.79074484
0.4984330690308307,0.013829994122028389,-0.0061160934822962025,-0.04720523289486069,-0.008633365478601633,0.002443229925005362,0.0044095209943156854,-2144579307.844427,-355283127.2617589,356153618.77165157
0.8099476075503718,0.06180672425808943,0.0025738383910662924,-0.10898334633612339,0.0009400461507438687,-0.0009258043688156192,-0.002501746657001591,153579055.62300903,-147827566.76736978,-202064153.06551313
0.04697201499800316,0.07878602116110259,0.000566793354947093,-0.000569904207677317,0.012066617856849192,-0.005150878208614132,0.007557036181005467,2787091341.9502707,5803515.990810778,610375999.235057
0.6281991669779325,0.09328258527537672,0.00842857861093788,-0.07110192055570777,0.007379325225673028,-0.0018111120604498154,-0.0006036034072738339,1866655285.3184552,382046185.25245744,-48752582.89519428
0.09976325234845736,0.05019224420097578,8.092991509925915e-06,-0.0021137685149125803,8.166094228644733e-05,-0.004239816986770586,0.00866106095846398,-490585214.712383,-1188670110.9446728,699547231.2605523
0.7949553423489335,0.09692514334212156,0.010168146295530955,-0.10573564675515881,0.004800241344171702,-0.0009996899362716138,0.0009090943678418673,1235875022.323324,298963046.2517115,73426852.78722775
0.4234637986825125,0.09623166260872375,0.006962277203194087,-0.03521906768391078,0.012085915600790947,-0.0028084179294403655,-0.0015362687672777486,3076344738.002935,670337013.888646,-124083246.58781816
0.8729301038912531,0.014807828386309242,-0.007829899531489387,-0.1229638807383527,-0.002005671155143454,0.0006371472604129735,-0.001330063323008085,-489794966.15398157,-62878145.17948172,-107428191.47372994
0.07116583649395802,0.09686543207408807,0.0014036162204099333,-0.001388801975305933,0.01990736430221111,-0.004954191531961343,-0.0023205532767124094,5027439395.983593,1011341915.0788124,-187429303.11907923
0.18722445452471126,0.059585904752710306,0.000728707683806859,-0.007538885951029245,0.0035967502661409505,-0.003962478123814235,0.003264030767793122,536704167.92773634,-684401956.603486,263633254.32175216
0.3123574468660546,0.05785438117339244,0.0009323302376183771,-0.019939312688743122,0.0024103881527263657,-0.003349539283614922,-0.005201361447144642,275588622.2750686,-654861194.3646778,-420109963.03860575
